"","date","station","sensor","depth","vwcavg"
"3329","2022-07-07","BUECI","BUECI-SF01",6,0.2725625
"3330","2022-07-08","BUECI","BUECI-SF01",6,0.236171428571429
"3331","2022-07-04","BUECI","BUECI-SE",6,0.0524054054054054
"3332","2022-07-05","BUECI","BUECI-SE",6,0.0545625
"3333","2022-07-06","BUECI","BUECI-SE",6,0.0554791666666667
"3334","2022-07-07","BUECI","BUECI-SE",6,0.0588333333333333
"3335","2022-07-08","BUECI","BUECI-SE",6,0.0610833333333333
"3336","2022-07-09","BUECI","BUECI-SE",6,0.0645
"3337","2022-07-10","BUECI","BUECI-SE",6,0.0683125
"3338","2022-07-11","BUECI","BUECI-SE",6,0.0755416666666667
"3339","2022-07-12","BUECI","BUECI-SE",6,0.0903125
"3340","2022-07-13","BUECI","BUECI-SE",6,0.100833333333333
"3341","2022-07-14","BUECI","BUECI-SE",6,0.106416666666667
"3342","2022-07-15","BUECI","BUECI-SE",6,0.110895833333333
"3343","2022-07-16","BUECI","BUECI-SE",6,0.1145
"3344","2022-07-17","BUECI","BUECI-SE",6,0.116583333333333
"3345","2022-07-18","BUECI","BUECI-SE",6,0.118833333333333
"3346","2022-07-19","BUECI","BUECI-SE",6,0.123979166666667
"3347","2022-07-20","BUECI","BUECI-SE",6,0.122916666666667
"3348","2022-07-21","BUECI","BUECI-SE",6,0.0990416666666667
"3349","2022-07-22","BUECI","BUECI-SE",6,0.147291666666667
"3350","2022-07-23","BUECI","BUECI-SE",6,0.157520833333333
"3351","2022-07-24","BUECI","BUECI-SE",6,0.16225
"3352","2022-07-25","BUECI","BUECI-SE",6,0.165145833333333
"3353","2022-07-26","BUECI","BUECI-SE",6,0.168479166666667
"3354","2022-07-27","BUECI","BUECI-SE",6,0.171958333333333
"3355","2022-07-28","BUECI","BUECI-SE",6,0.1654375
"3356","2022-07-29","BUECI","BUECI-SE",6,0.160229166666667
"3357","2022-07-30","BUECI","BUECI-SE",6,0.158041666666667
"3358","2022-07-31","BUECI","BUECI-SE",6,0.158
"3359","2022-08-01","BUECI","BUECI-SE",6,0.159916666666667
"3360","2022-08-02","BUECI","BUECI-SE",6,0.161958333333333
"3361","2022-08-03","BUECI","BUECI-SE",6,0.1634375
"3362","2022-08-04","BUECI","BUECI-SE",6,0.166458333333333
"3363","2022-08-05","BUECI","BUECI-SE",6,0.171583333333333
"3364","2022-07-04","BUECI","BUECI-SB",6,0.05
"3365","2022-07-05","BUECI","BUECI-SB",6,0.052125
"3366","2022-07-06","BUECI","BUECI-SB",6,0.0435
"3367","2022-07-07","BUECI","BUECI-SB",6,0.0560625
"3368","2022-07-08","BUECI","BUECI-SB",6,0.0639166666666667
"3369","2022-07-09","BUECI","BUECI-SB",6,0.0593958333333333
"3370","2022-07-10","BUECI","BUECI-SB",6,0.111229166666667
"3371","2022-07-11","BUECI","BUECI-SB",6,0.1743125
"3372","2022-07-12","BUECI","BUECI-SB",6,0.225333333333333
"3373","2022-07-13","BUECI","BUECI-SB",6,0.196145833333333
"3374","2022-07-14","BUECI","BUECI-SB",6,0.1476875
"3375","2022-07-15","BUECI","BUECI-SB",6,0.1506875
"3376","2022-07-16","BUECI","BUECI-SB",6,0.267458333333333
"3377","2022-07-17","BUECI","BUECI-SB",6,0.276083333333333
"3378","2022-07-18","BUECI","BUECI-SB",6,0.281416666666667
"3379","2022-07-19","BUECI","BUECI-SB",6,0.196208333333333
"3380","2022-07-20","BUECI","BUECI-SB",6,0.0061875
"3381","2022-07-21","BUECI","BUECI-SB",6,0.1096875
"3382","2022-07-22","BUECI","BUECI-SB",6,0
"3383","2022-07-23","BUECI","BUECI-SB",6,0.132270833333333
"3384","2022-07-24","BUECI","BUECI-SB",6,0.204458333333333
"3385","2022-07-25","BUECI","BUECI-SB",6,0.315541666666667
"3386","2022-07-26","BUECI","BUECI-SB",6,0.3189375
"3387","2022-07-27","BUECI","BUECI-SB",6,0.37025
"3388","2022-07-28","BUECI","BUECI-SB",6,0.37
"3389","2022-07-29","BUECI","BUECI-SB",6,0.369020833333333
"3390","2022-07-30","BUECI","BUECI-SB",6,0.367
"3391","2022-07-31","BUECI","BUECI-SB",6,0.274916666666667
"3392","2022-08-01","BUECI","BUECI-SB",6,0.355104166666667
"3393","2022-08-02","BUECI","BUECI-SB",6,0.358541666666667
"3394","2022-08-03","BUECI","BUECI-SB",6,0.356375
"3395","2022-08-04","BUECI","BUECI-SB",6,0.350625
"3396","2022-08-05","BUECI","BUECI-SB",6,0.35
"3397","2022-07-04","BUECI","BUECI-SD",6,0
"3398","2022-07-05","BUECI","BUECI-SD",6,0
"3399","2022-07-06","BUECI","BUECI-SD",6,0
"3400","2022-07-07","BUECI","BUECI-SD",6,0
"3401","2022-07-04","BUECI","BUECI-BASE",6,0.374947368421053
"3402","2022-07-05","BUECI","BUECI-BASE",6,0.345625
"3403","2022-07-06","BUECI","BUECI-BASE",6,0.345
"3404","2022-07-07","BUECI","BUECI-BASE",6,0.330625
"3405","2022-07-08","BUECI","BUECI-BASE",6,0.345
"3406","2022-07-09","BUECI","BUECI-BASE",6,0.323
"3407","2022-07-10","BUECI","BUECI-BASE",6,0.265916666666667
"3408","2022-07-11","BUECI","BUECI-BASE",6,0.345
"3409","2022-07-12","BUECI","BUECI-BASE",6,0.344895833333333
"3410","2022-07-13","BUECI","BUECI-BASE",6,0.344
"3411","2022-07-14","BUECI","BUECI-BASE",6,0.34325
"3412","2022-07-15","BUECI","BUECI-BASE",6,0.341666666666667
"3413","2022-07-16","BUECI","BUECI-BASE",6,0.34
"3414","2022-07-17","BUECI","BUECI-BASE",6,0.34
"3415","2022-07-18","BUECI","BUECI-BASE",6,0.34
"3416","2022-07-19","BUECI","BUECI-BASE",6,0.206083333333333
"3417","2022-07-20","BUECI","BUECI-BASE",6,0.035625
"3418","2022-07-21","BUECI","BUECI-BASE",6,0.293833333333333
"3419","2022-07-22","BUECI","BUECI-BASE",6,0.344
"3420","2022-07-23","BUECI","BUECI-BASE",6,0.344
"3421","2022-07-24","BUECI","BUECI-BASE",6,0.344
"3422","2022-07-25","BUECI","BUECI-BASE",6,0.344
"3423","2022-07-26","BUECI","BUECI-BASE",6,0.34225
"3424","2022-07-27","BUECI","BUECI-BASE",6,0.342
"3425","2022-07-28","BUECI","BUECI-BASE",6,0.342916666666667
"3426","2022-07-29","BUECI","BUECI-BASE",6,0.343916666666667
"3427","2022-07-30","BUECI","BUECI-BASE",6,0.34475
"3428","2022-07-31","BUECI","BUECI-BASE",6,0.345
"3429","2022-08-01","BUECI","BUECI-BASE",6,0.345
"3430","2022-08-02","BUECI","BUECI-BASE",6,0.345
"3431","2022-08-03","BUECI","BUECI-BASE",6,0.345
"3432","2022-08-04","BUECI","BUECI-BASE",6,0.346375
"3433","2022-08-05","BUECI","BUECI-BASE",6,0.347
"3434","2022-06-19","SSMH","SSMH-BASE",6,0.00849652777777778
"3435","2022-06-20","SSMH","SSMH-BASE",6,0.00847222222222222
"3436","2022-06-21","SSMH","SSMH-BASE",6,0.00979166666666667
"3437","2022-06-22","SSMH","SSMH-BASE",6,0.0108194444444444
"3438","2022-06-23","SSMH","SSMH-BASE",6,0.011
"3439","2022-06-24","SSMH","SSMH-BASE",6,0.011
"3440","2022-06-25","SSMH","SSMH-BASE",6,0.011
"3441","2022-06-26","SSMH","SSMH-BASE",6,0.0119270833333333
"3442","2022-06-27","SSMH","SSMH-BASE",6,0.0128368055555556
"3443","2022-06-28","SSMH","SSMH-BASE",6,0.0153888888888889
"3444","2022-06-29","SSMH","SSMH-BASE",6,0.016
"3445","2022-06-30","SSMH","SSMH-BASE",6,0.0156622807017544
"3446","2022-07-01","SSMH","SSMH-BASE",6,0.0158333333333333
"3447","2022-07-02","SSMH","SSMH-BASE",6,0.0163541666666667
"3448","2022-07-03","SSMH","SSMH-BASE",6,0.016
"3449","2022-07-04","SSMH","SSMH-BASE",6,0.016
"3450","2022-07-04","BUECI","BUECI-SA",6,0.113810810810811
"3451","2022-07-05","BUECI","BUECI-SA",6,0.111375
"3452","2022-07-06","BUECI","BUECI-SA",6,0.110416666666667
"3453","2022-07-07","BUECI","BUECI-SA",6,0.08
"3454","2022-06-19","TNHA","TNHA-SA",6,0.101
"3455","2022-06-20","TNHA","TNHA-SA",6,0.102145833333333
"3456","2022-06-21","TNHA","TNHA-SA",6,0.103
"3457","2022-06-22","TNHA","TNHA-SA",6,0.104395833333333
"3458","2022-06-23","TNHA","TNHA-SA",6,0.105774305555556
"3459","2022-06-24","TNHA","TNHA-SA",6,0.106743055555556
"3460","2022-06-25","TNHA","TNHA-SA",6,0.108
"3461","2022-06-26","TNHA","TNHA-SA",6,0.110538194444444
"3462","2022-06-27","TNHA","TNHA-SA",6,0.112888888888889
"3463","2022-06-28","TNHA","TNHA-SA",6,0.115854166666667
"3464","2022-06-29","TNHA","TNHA-SA",6,0.118944444444444
"3465","2022-06-30","TNHA","TNHA-SA",6,0.121538116591928
"3466","2022-07-01","TNHA","TNHA-SA",6,0.125375
"3467","2022-07-02","TNHA","TNHA-SA",6,0.129916666666667
"3468","2022-07-03","TNHA","TNHA-SA",6,0.135479166666667
"3469","2022-07-04","TNHA","TNHA-SA",6,0.141791666666667
"3470","2022-07-05","TNHA","TNHA-SA",6,0.1485625
"3471","2022-07-06","TNHA","TNHA-SA",6,0.157104166666667
"3472","2022-07-07","TNHA","TNHA-SA",6,0.1679375
"3473","2022-07-08","TNHA","TNHA-SA",6,0.1793125
"3474","2022-07-09","TNHA","TNHA-SA",6,0.1878125
"3475","2022-07-10","TNHA","TNHA-SA",6,0.200333333333333
"3476","2022-07-11","TNHA","TNHA-SA",6,0.218354166666667
"3477","2022-07-12","TNHA","TNHA-SA",6,0.235895833333333
"3478","2022-07-13","TNHA","TNHA-SA",6,0.241708333333333
"3479","2022-07-14","TNHA","TNHA-SA",6,0.224375
"3480","2022-07-15","TNHA","TNHA-SA",6,0.183229166666667
"3481","2022-07-16","TNHA","TNHA-SA",6,0.255854166666667
"3482","2022-07-17","TNHA","TNHA-SA",6,0.256770833333333
"3483","2022-07-18","TNHA","TNHA-SA",6,0.257020833333333
"3484","2022-07-19","TNHA","TNHA-SA",6,0.258875
"3485","2022-07-20","TNHA","TNHA-SA",6,0.26075
"3486","2022-07-21","TNHA","TNHA-SA",6,0.247666666666667
"3487","2022-07-22","TNHA","TNHA-SA",6,0.194083333333333
"3488","2022-07-23","TNHA","TNHA-SA",6,0.279166666666667
"3489","2022-07-24","TNHA","TNHA-SA",6,0.281458333333333
"3490","2022-07-25","TNHA","TNHA-SA",6,0.282
"3491","2022-07-26","TNHA","TNHA-SA",6,0.282
"3492","2022-07-27","TNHA","TNHA-SA",6,0.282520833333333
"3493","2022-07-28","TNHA","TNHA-SA",6,0.2800625
"3494","2022-07-29","TNHA","TNHA-SA",6,0.274666666666667
"3495","2022-07-30","TNHA","TNHA-SA",6,0.271166666666667
"3496","2022-07-31","TNHA","TNHA-SA",6,0.270416666666667
"3497","2022-08-01","TNHA","TNHA-SA",6,0.271583333333333
"3498","2022-08-02","TNHA","TNHA-SA",6,0.26125
"3499","2022-08-03","TNHA","TNHA-SA",6,0.195875
"3500","2022-08-04","TNHA","TNHA-SA",6,0.283166666666667
"3501","2022-08-05","TNHA","TNHA-SA",6,0.292041666666667
"3502","2022-08-06","TNHA","TNHA-SA",6,0.302979166666667
"3503","2022-08-07","TNHA","TNHA-SA",6,0.309666666666667
"3504","2022-08-08","TNHA","TNHA-SA",6,0.2738125
"3505","2022-08-09","TNHA","TNHA-SA",6,0.305270833333333
"3506","2022-08-10","TNHA","TNHA-SA",6,0.324270833333333
"3507","2022-08-11","TNHA","TNHA-SA",6,0.328708333333333
"3508","2022-08-12","TNHA","TNHA-SA",6,0.331791666666667
"3509","2022-08-13","TNHA","TNHA-SA",6,0.336104166666667
"3510","2022-08-14","TNHA","TNHA-SA",6,0.338583333333333
"3511","2022-08-15","TNHA","TNHA-SA",6,0.339979166666667
"3512","2022-08-16","TNHA","TNHA-SA",6,0.34
"3513","2022-08-17","TNHA","TNHA-SA",6,0.339104166666667
"3514","2022-08-18","TNHA","TNHA-SA",6,0.336541666666667
"3515","2022-08-19","TNHA","TNHA-SA",6,0.334895833333333
"3516","2022-08-20","TNHA","TNHA-SA",6,0.311833333333333
"3517","2022-08-21","TNHA","TNHA-SA",6,0.2825
"3518","2022-08-22","TNHA","TNHA-SA",6,0.328479166666667
"3519","2022-08-23","TNHA","TNHA-SA",6,0.325333333333333
"3520","2022-08-24","TNHA","TNHA-SA",6,0.322166666666667
"3521","2022-08-25","TNHA","TNHA-SA",6,0.322791666666667
"3522","2022-08-26","TNHA","TNHA-SA",6,0.285708333333333
"3523","2022-08-27","TNHA","TNHA-SA",6,0.330854166666667
"3524","2022-08-28","TNHA","TNHA-SA",6,0.313083333333333
"3525","2022-08-29","TNHA","TNHA-SA",6,0.336541666666667
"3526","2022-08-30","TNHA","TNHA-SA",6,0.338625
"3527","2022-08-31","TNHA","TNHA-SA",6,0.34
"3528","2022-09-01","TNHA","TNHA-SA",6,0.34
"3529","2022-07-04","BUECI","BUECI-SF02",6,0.146810810810811
"3530","2022-07-05","BUECI","BUECI-SF02",6,0.148
"3531","2022-07-06","BUECI","BUECI-SF02",6,0.149416666666667
"3532","2022-07-07","BUECI","BUECI-SF02",6,0.150958333333333
"3533","2022-07-08","BUECI","BUECI-SF02",6,0.15275
"3534","2022-07-09","BUECI","BUECI-SF02",6,0.154729166666667
"3535","2022-07-10","BUECI","BUECI-SF02",6,0.157166666666667
"3536","2022-07-11","BUECI","BUECI-SF02",6,0.1620625
"3537","2022-07-12","BUECI","BUECI-SF02",6,0.055
"3538","2022-06-19","SSMH","SSMH-SA",6,0
"3539","2022-06-20","SSMH","SSMH-SA",6,0
"3540","2022-06-21","SSMH","SSMH-SA",6,0
"3541","2022-06-22","SSMH","SSMH-SA",6,0
"3542","2022-06-23","SSMH","SSMH-SA",6,0
"3543","2022-06-24","SSMH","SSMH-SA",6,0
"3544","2022-06-25","SSMH","SSMH-SA",6,0
"3545","2022-06-26","SSMH","SSMH-SA",6,0
"3546","2022-06-27","SSMH","SSMH-SA",6,0
"3547","2022-06-28","SSMH","SSMH-SA",6,0
"3548","2022-06-29","SSMH","SSMH-SA",6,0
"3549","2022-06-30","SSMH","SSMH-SA",6,0
"3550","2022-07-01","SSMH","SSMH-SA",6,0
"3551","2022-07-02","SSMH","SSMH-SA",6,0
"3552","2022-07-03","SSMH","SSMH-SA",6,0
"3553","2022-07-04","SSMH","SSMH-SA",6,0
"3554","2022-07-05","SSMH","SSMH-SA",6,0
"3555","2022-07-06","SSMH","SSMH-SA",6,0
"3556","2022-07-07","SSMH","SSMH-SA",6,0.000666666666666667
"3557","2022-07-08","SSMH","SSMH-SA",6,0.00225
"3558","2022-07-09","SSMH","SSMH-SA",6,0.0035625
"3559","2022-07-10","SSMH","SSMH-SA",6,0.00533333333333333
"3560","2022-07-11","SSMH","SSMH-SA",6,0.008125
"3561","2022-07-12","SSMH","SSMH-SA",6,0.00983333333333333
"3562","2022-07-13","SSMH","SSMH-SA",6,0.0106458333333333
"3563","2022-07-14","SSMH","SSMH-SA",6,0.011625
"3564","2022-07-15","SSMH","SSMH-SA",6,0.012
"3565","2022-07-16","SSMH","SSMH-SA",6,0.0120625
"3566","2022-07-17","SSMH","SSMH-SA",6,0.0127708333333333
"3567","2022-07-18","SSMH","SSMH-SA",6,0.0143333333333333
"3568","2022-07-19","SSMH","SSMH-SA",6,0.0155833333333333
"3569","2022-07-20","SSMH","SSMH-SA",6,0.01675
"3570","2022-07-21","SSMH","SSMH-SA",6,0.0191458333333333
"3571","2022-07-22","SSMH","SSMH-SA",6,0.0220416666666667
"3572","2022-07-23","SSMH","SSMH-SA",6,0.0247916666666667
"3573","2022-07-24","SSMH","SSMH-SA",6,0.027
"3574","2022-07-25","SSMH","SSMH-SA",6,0.0296041666666667
"3575","2022-07-26","SSMH","SSMH-SA",6,0.0300833333333333
"3576","2022-07-27","SSMH","SSMH-SA",6,0.03
"3577","2022-07-28","SSMH","SSMH-SA",6,0.03
"3578","2022-07-29","SSMH","SSMH-SA",6,0.0297083333333333
"3579","2022-07-30","SSMH","SSMH-SA",6,0.029
"3580","2022-07-31","SSMH","SSMH-SA",6,0.0297083333333333
"3581","2022-08-01","SSMH","SSMH-SA",6,0.03
"3582","2022-08-02","SSMH","SSMH-SA",6,0.0308333333333333
"3583","2022-08-03","SSMH","SSMH-SA",6,0.032375
"3584","2022-08-04","SSMH","SSMH-SA",6,0.035375
"3585","2022-08-05","SSMH","SSMH-SA",6,0.039375
"3586","2022-08-06","SSMH","SSMH-SA",6,0.044
"3587","2022-08-07","SSMH","SSMH-SA",6,0.0478125
"3588","2022-08-08","SSMH","SSMH-SA",6,0.0503125
"3589","2022-08-09","SSMH","SSMH-SA",6,0.054
"3590","2022-08-10","SSMH","SSMH-SA",6,0.0567083333333333
"3591","2022-08-11","SSMH","SSMH-SA",6,0.0603958333333333
"3592","2022-08-12","SSMH","SSMH-SA",6,0.0645208333333333
"3593","2022-08-13","SSMH","SSMH-SA",6,0.0693125
"3594","2022-08-14","SSMH","SSMH-SA",6,0.0741458333333333
"3595","2022-08-15","SSMH","SSMH-SA",6,0.075
"3596","2022-08-16","SSMH","SSMH-SA",6,0.0743541666666667
"3597","2022-08-17","SSMH","SSMH-SA",6,0.0710833333333333
"3598","2022-08-18","SSMH","SSMH-SA",6,0.0699166666666667
"3599","2022-08-19","SSMH","SSMH-SA",6,0.0690833333333333
"3600","2022-08-20","SSMH","SSMH-SA",6,0.068
"3601","2022-08-21","SSMH","SSMH-SA",6,0.0669583333333333
"3602","2022-08-22","SSMH","SSMH-SA",6,0.0656875
"3603","2022-08-23","SSMH","SSMH-SA",6,0.065
"3604","2022-08-24","SSMH","SSMH-SA",6,0.065
"3605","2022-08-25","SSMH","SSMH-SA",6,0.065
"3606","2022-08-26","SSMH","SSMH-SA",6,0.0675
"3607","2022-08-27","SSMH","SSMH-SA",6,0.0703333333333333
"3608","2022-08-28","SSMH","SSMH-SA",6,0.0740833333333333
"3609","2022-08-29","SSMH","SSMH-SA",6,0.0756666666666667
"3610","2022-08-30","SSMH","SSMH-SA",6,0.0788333333333333
"3611","2022-08-31","SSMH","SSMH-SA",6,0.0808958333333333
"3612","2022-09-01","SSMH","SSMH-SA",6,0.083
"3613","2022-06-19","TNHA","TNHA-SD",6,0
"3614","2022-06-20","TNHA","TNHA-SD",6,0
"3615","2022-06-21","TNHA","TNHA-SD",6,0
"3616","2022-06-22","TNHA","TNHA-SD",6,0
"3617","2022-06-23","TNHA","TNHA-SD",6,0
"3618","2022-06-24","TNHA","TNHA-SD",6,0
"3619","2022-06-25","TNHA","TNHA-SD",6,0.00105555555555555
"3620","2022-06-26","TNHA","TNHA-SD",6,0.00244097222222222
"3621","2022-06-27","TNHA","TNHA-SD",6,0.00371875
"3622","2022-06-28","TNHA","TNHA-SD",6,0.00531597222222222
"3623","2022-06-29","TNHA","TNHA-SD",6,0.0221805555555555
"3624","2022-06-30","TNHA","TNHA-SD",6,0.0460986547085202
"3625","2022-07-01","TNHA","TNHA-SD",6,0.039
"3626","2022-07-02","TNHA","TNHA-SD",6,0.0360416666666667
"3627","2022-07-03","TNHA","TNHA-SD",6,0.03025
"3628","2022-07-04","TNHA","TNHA-SD",6,0.04775
"3629","2022-07-05","TNHA","TNHA-SD",6,0.0537291666666667
"3630","2022-07-06","TNHA","TNHA-SD",6,0.0526875
"3631","2022-07-07","TNHA","TNHA-SD",6,0.0552708333333333
"3632","2022-07-08","TNHA","TNHA-SD",6,0.0511666666666667
"3633","2022-07-09","TNHA","TNHA-SD",6,0.0404791666666667
"3634","2022-07-10","TNHA","TNHA-SD",6,0.0574791666666667
"3635","2022-07-11","TNHA","TNHA-SD",6,0.0609583333333333
"3636","2022-07-12","TNHA","TNHA-SD",6,0.0635416666666667
"3637","2022-07-13","TNHA","TNHA-SD",6,0.063625
"3638","2022-07-14","TNHA","TNHA-SD",6,0.0665625
"3639","2022-07-15","TNHA","TNHA-SD",6,0.0691458333333333
"3640","2022-07-16","TNHA","TNHA-SD",6,0.070375
"3641","2022-07-17","TNHA","TNHA-SD",6,0.0732291666666667
"3642","2022-07-18","TNHA","TNHA-SD",6,0.0750208333333333
"3643","2022-07-19","TNHA","TNHA-SD",6,0.0774375
"3644","2022-07-20","TNHA","TNHA-SD",6,0.0799375
"3645","2022-07-21","TNHA","TNHA-SD",6,0.0815416666666667
"3646","2022-07-22","TNHA","TNHA-SD",6,0.083
"3647","2022-07-23","TNHA","TNHA-SD",6,0.0846666666666667
"3648","2022-07-24","TNHA","TNHA-SD",6,0.087
"3649","2022-07-25","TNHA","TNHA-SD",6,0.0897916666666667
"3650","2022-07-26","TNHA","TNHA-SD",6,0.0919166666666667
"3651","2022-07-27","TNHA","TNHA-SD",6,0.0939791666666667
"3652","2022-07-28","TNHA","TNHA-SD",6,0.0875833333333333
"3653","2022-07-29","TNHA","TNHA-SD",6,0
"3654","2022-08-14","TNHA","TNHA-SD",6,0.167
"3655","2022-08-15","TNHA","TNHA-SD",6,0.1734375
"3656","2022-08-16","TNHA","TNHA-SD",6,0.18575
"3657","2022-08-17","TNHA","TNHA-SD",6,0.1845
"3658","2022-08-18","TNHA","TNHA-SD",6,0.184625
"3659","2022-08-19","TNHA","TNHA-SD",6,0.1855625
"3660","2022-08-20","TNHA","TNHA-SD",6,0.155125
"3661","2022-08-21","TNHA","TNHA-SD",6,0.112979166666667
"3662","2022-08-22","TNHA","TNHA-SD",6,0.171416666666667
"3663","2022-08-23","TNHA","TNHA-SD",6,0.187
"3664","2022-08-24","TNHA","TNHA-SD",6,0.187
"3665","2022-08-25","TNHA","TNHA-SD",6,0.187
"3666","2022-08-26","TNHA","TNHA-SD",6,0.187
"3667","2022-08-27","TNHA","TNHA-SD",6,0.187
"3668","2022-08-28","TNHA","TNHA-SD",6,0.187145833333333
"3669","2022-08-29","TNHA","TNHA-SD",6,0.188041666666667
"3670","2022-08-30","TNHA","TNHA-SD",6,0.189958333333333
"3671","2022-08-31","TNHA","TNHA-SD",6,0.190208333333333
"3672","2022-09-01","TNHA","TNHA-SD",6,0.191
"3673","2022-09-01","TNHA","TNHA-BASE",1,0.000729166666666667
"3674","2022-09-02","TNHA","TNHA-BASE",1,0
"3675","2022-09-03","TNHA","TNHA-BASE",1,0.000354166666666667
"3676","2022-09-04","TNHA","TNHA-BASE",1,0.0024375
"3677","2022-09-05","TNHA","TNHA-BASE",1,0.00125
"3678","2022-09-06","TNHA","TNHA-BASE",1,0
"3679","2022-09-07","TNHA","TNHA-BASE",1,0.00185416666666667
"3680","2022-09-08","TNHA","TNHA-BASE",1,0.00247916666666667
"3681","2022-09-09","TNHA","TNHA-BASE",1,0.000875
"3682","2022-09-10","TNHA","TNHA-BASE",1,0
"3683","2022-09-11","TNHA","TNHA-BASE",1,0.00377083333333333
"3684","2022-09-12","TNHA","TNHA-BASE",1,0
"3685","2022-09-13","TNHA","TNHA-BASE",1,0.0014375
"3686","2022-09-14","TNHA","TNHA-BASE",1,0.0029375
"3687","2022-09-15","TNHA","TNHA-BASE",1,0.001375
"3688","2022-09-16","TNHA","TNHA-BASE",1,0
"3689","2022-09-17","TNHA","TNHA-BASE",1,0
"3690","2022-09-18","TNHA","TNHA-BASE",1,0.00263888888888889
"3691","2022-09-19","TNHA","TNHA-BASE",1,0
"3692","2022-09-20","TNHA","TNHA-BASE",1,0.00205902777777778
"3693","2022-09-21","TNHA","TNHA-BASE",1,0.0105069444444445
"3694","2022-09-22","TNHA","TNHA-BASE",1,0.0012156862745098
"3695","2022-09-21","BUECI","BUECI-SC",1,0.0841111111111111
"3696","2022-09-22","BUECI","BUECI-SC",1,0.084
"3697","2022-09-23","BUECI","BUECI-SC",1,0.0815
"3698","2022-09-24","BUECI","BUECI-SC",1,0.0813333333333333
"3699","2022-09-25","BUECI","BUECI-SC",1,0.0804166666666667
"3700","2022-09-26","BUECI","BUECI-SC",1,0.079125
"3701","2022-09-27","BUECI","BUECI-SC",1,0.0730416666666667
"3702","2022-09-28","BUECI","BUECI-SC",1,0.0642291666666667
"3703","2022-09-29","BUECI","BUECI-SC",1,0.0489791666666667
"3704","2022-09-30","BUECI","BUECI-SC",1,0.0490208333333333
"3705","2022-10-01","BUECI","BUECI-SC",1,0.0529791666666667
"3706","2022-10-02","BUECI","BUECI-SC",1,0.0424375
"3707","2022-10-03","BUECI","BUECI-SC",1,0.0350625
"3708","2022-10-04","BUECI","BUECI-SC",1,0.0294791666666667
"3709","2022-10-05","BUECI","BUECI-SC",1,0.0377708333333333
"3710","2022-10-06","BUECI","BUECI-SC",1,0.0678958333333333
"3711","2022-10-07","BUECI","BUECI-SC",1,0.0996458333333333
"3712","2022-10-08","BUECI","BUECI-SC",1,0.101041666666667
"3713","2022-10-09","BUECI","BUECI-SC",1,0.0747708333333333
"3714","2022-10-10","BUECI","BUECI-SC",1,0.0418958333333333
"3715","2022-10-11","BUECI","BUECI-SC",1,0.0356458333333333
"3716","2022-10-12","BUECI","BUECI-SC",1,0.0378541666666667
"3717","2022-10-13","BUECI","BUECI-SC",1,0.0380625
"3718","2022-10-14","BUECI","BUECI-SC",1,0.037
"3719","2022-10-15","BUECI","BUECI-SC",1,0.0365625
"3720","2022-10-16","BUECI","BUECI-SC",1,0.033625
"3721","2022-10-17","BUECI","BUECI-SC",1,0.0340833333333333
"3722","2022-10-18","BUECI","BUECI-SC",1,0.0343333333333333
"3723","2022-10-19","BUECI","BUECI-SC",1,0.034
"3724","2022-10-20","BUECI","BUECI-SC",1,0.034
"3725","2022-10-21","BUECI","BUECI-SC",1,0.034
"3726","2022-10-22","BUECI","BUECI-SC",1,0.0331458333333333
"3727","2022-10-23","BUECI","BUECI-SC",1,0.0328333333333333
"3728","2022-10-24","BUECI","BUECI-SC",1,0.0311666666666667
"3729","2022-10-25","BUECI","BUECI-SC",1,0.0294583333333333
"3730","2022-10-26","BUECI","BUECI-SC",1,0.02875
"3731","2022-10-27","BUECI","BUECI-SC",1,0.02825
"3732","2022-10-28","BUECI","BUECI-SC",1,0.029
"3733","2022-10-29","BUECI","BUECI-SC",1,0.0282083333333333
"3734","2022-10-30","BUECI","BUECI-SC",1,0.028
"3735","2022-10-31","BUECI","BUECI-SC",1,0.0248125
"3736","2022-11-01","BUECI","BUECI-SC",1,0.0187708333333333
"3737","2022-11-02","BUECI","BUECI-SC",1,0.0171041666666667
"3738","2022-11-03","BUECI","BUECI-SC",1,0.0191875
"3739","2022-11-04","BUECI","BUECI-SC",1,0.019
"3740","2022-11-05","BUECI","BUECI-SC",1,0.0190208333333333
"3741","2022-11-06","BUECI","BUECI-SC",1,0.017
"3742","2022-11-07","BUECI","BUECI-SC",1,0.0195625
"3743","2022-11-08","BUECI","BUECI-SC",1,0.0221458333333333
"3744","2022-11-09","BUECI","BUECI-SC",1,0.0232083333333333
"3745","2022-11-10","BUECI","BUECI-SC",1,0.0233333333333333
"3746","2022-11-11","BUECI","BUECI-SC",1,0.0223125
"3747","2022-11-12","BUECI","BUECI-SC",1,0.0200625
"3748","2022-11-13","BUECI","BUECI-SC",1,0.0202083333333333
"3749","2022-11-14","BUECI","BUECI-SC",1,0.02075
"3750","2022-11-15","BUECI","BUECI-SC",1,0.0192708333333333
"3751","2022-11-16","BUECI","BUECI-SC",1,0.020375
"3752","2022-11-17","BUECI","BUECI-SC",1,0.0227291666666667
"3753","2022-11-18","BUECI","BUECI-SC",1,0.027125
"3754","2022-11-19","BUECI","BUECI-SC",1,0.0285208333333333
"3755","2022-11-20","BUECI","BUECI-SC",1,0.0245208333333333
