"","date","station","sensor","depth","airavg"
"437","2022-06-30","SSMH","SSMH-??","1",8.79166666666667
"438","2022-07-01","SSMH","SSMH-??","1",7.92354166666667
"439","2022-07-02","SSMH","SSMH-??","1",6.656875
"440","2022-07-03","SSMH","SSMH-??","1",5.60041666666667
"441","2022-07-04","SSMH","SSMH-??","1",4.428125
"442","2022-07-05","SSMH","SSMH-??","1",3.90833333333333
"443","2022-07-06","SSMH","SSMH-??","1",7.58583333333333
"444","2022-07-07","SSMH","SSMH-??","1",6.52979166666667
"445","2022-07-08","SSMH","SSMH-??","1",4.25916666666667
"446","2022-07-09","SSMH","SSMH-??","1",6.79083333333333
"447","2022-07-10","SSMH","SSMH-??","1",9.619375
"448","2022-07-11","SSMH","SSMH-??","1",6.79708333333333
"449","2022-07-12","SSMH","SSMH-??","1",2.2625
"450","2022-07-13","SSMH","SSMH-??","1",3.259375
"451","2022-07-14","SSMH","SSMH-??","1",1.76666666666667
"452","2022-07-15","SSMH","SSMH-??","1",1.55145833333333
"453","2022-07-16","SSMH","SSMH-??","1",2.4275
"454","2022-07-17","SSMH","SSMH-??","1",3.24895833333333
"455","2022-07-18","SSMH","SSMH-??","1",4.14979166666667
"456","2022-07-19","SSMH","SSMH-??","1",5.01041666666667
"457","2022-07-20","SSMH","SSMH-??","1",6.44520833333333
"458","2022-07-21","SSMH","SSMH-??","1",6.71479166666667
"459","2022-07-22","SSMH","SSMH-??","1",3.78291666666667
"460","2022-07-23","SSMH","SSMH-??","1",2.253125
"461","2022-07-24","SSMH","SSMH-??","1",2.93833333333333
"462","2022-07-25","SSMH","SSMH-??","1",3.76604166666667
"463","2022-07-26","SSMH","SSMH-??","1",1.418125
"464","2022-07-27","SSMH","SSMH-??","1",0.969791666666667
"465","2022-07-28","SSMH","SSMH-??","1",1.069375
"466","2022-07-29","SSMH","SSMH-??","1",1.94458333333333
"467","2022-07-30","SSMH","SSMH-??","1",1.20541666666667
"468","2022-07-31","SSMH","SSMH-??","1",1.43083333333333
"469","2022-08-01","SSMH","SSMH-??","1",1.55604166666667
"470","2022-08-02","SSMH","SSMH-??","1",4.06375
"471","2022-08-03","SSMH","SSMH-??","1",10.0314583333333
"472","2022-08-04","SSMH","SSMH-??","1",10.3039583333333
"473","2022-08-05","SSMH","SSMH-??","1",7.66354166666667
"474","2022-08-06","SSMH","SSMH-??","1",2.96958333333333
"475","2022-08-07","SSMH","SSMH-??","1",5.10125
"476","2022-08-08","SSMH","SSMH-??","1",6.83875
"477","2022-08-09","SSMH","SSMH-??","1",4.76833333333333
"478","2022-08-10","SSMH","SSMH-??","1",5.805625
"479","2022-08-11","SSMH","SSMH-??","1",6.523125
"480","2022-08-12","SSMH","SSMH-??","1",8.96895833333333
"481","2022-08-13","SSMH","SSMH-??","1",2.15166666666667
"482","2022-08-14","SSMH","SSMH-??","1",1.76041666666667
"483","2022-08-15","SSMH","SSMH-??","1",1.84208333333333
"484","2022-08-16","SSMH","SSMH-??","1",1.52020833333333
"485","2022-08-17","SSMH","SSMH-??","1",2.05291666666667
"486","2022-08-18","SSMH","SSMH-??","1",2.47958333333333
"487","2022-08-19","SSMH","SSMH-??","1",1.73729166666667
"488","2022-08-20","SSMH","SSMH-??","1",0.772083333333333
"489","2022-08-21","SSMH","SSMH-??","1",0.666041666666667
"490","2022-08-22","SSMH","SSMH-??","1",1.07979166666667
"491","2022-08-23","SSMH","SSMH-??","1",2.275
"492","2022-08-24","SSMH","SSMH-??","1",4.41708333333333
"493","2022-08-25","SSMH","SSMH-??","1",4.89020833333333
"494","2022-08-26","SSMH","SSMH-??","1",6.38708333333333
"495","2022-08-27","SSMH","SSMH-??","1",3.50208333333333
"496","2022-08-28","SSMH","SSMH-??","1",3.579375
"497","2022-08-29","SSMH","SSMH-??","1",4.14375
"498","2022-08-30","SSMH","SSMH-??","1",4.46791666666667
"499","2022-08-31","SSMH","SSMH-??","1",3.68708333333333
"500","2022-09-01","SSMH","SSMH-??","1",4.27
"501","2022-06-19","TNHA","TNHA-SD","1",1.55534722222222
"502","2022-06-20","TNHA","TNHA-SD","1",10.4890972222222
"503","2022-06-21","TNHA","TNHA-SD","1",9.86378472222222
"504","2022-06-22","TNHA","TNHA-SD","1",6.26885416666667
"505","2022-06-23","TNHA","TNHA-SD","1",6.23673611111111
"506","2022-06-24","TNHA","TNHA-SD","1",6.08180555555556
"507","2022-06-25","TNHA","TNHA-SD","1",8.06756944444444
"508","2022-06-26","TNHA","TNHA-SD","1",13.3571527777778
"509","2022-06-27","TNHA","TNHA-SD","1",13.4914236111111
"510","2022-06-28","TNHA","TNHA-SD","1",7.28618055555556
"511","2022-06-29","TNHA","TNHA-SD","1",8.89850694444444
"512","2022-06-30","TNHA","TNHA-SD","1",8.7237668161435
"513","2022-07-01","TNHA","TNHA-SD","1",6.785625
"514","2022-07-02","TNHA","TNHA-SD","1",5.66333333333333
"515","2022-07-03","TNHA","TNHA-SD","1",5.26708333333333
"516","2022-07-04","TNHA","TNHA-SD","1",3.96916666666667
"517","2022-07-05","TNHA","TNHA-SD","1",3.58
"518","2022-07-06","TNHA","TNHA-SD","1",7.96979166666667
"519","2022-07-07","TNHA","TNHA-SD","1",6.97395833333333
"520","2022-07-08","TNHA","TNHA-SD","1",4.068125
"521","2022-07-09","TNHA","TNHA-SD","1",6.85833333333333
"522","2022-07-10","TNHA","TNHA-SD","1",9.90125
"523","2022-07-11","TNHA","TNHA-SD","1",6.50395833333333
"524","2022-07-12","TNHA","TNHA-SD","1",2.170625
"525","2022-07-13","TNHA","TNHA-SD","1",3.20895833333333
"526","2022-07-14","TNHA","TNHA-SD","1",1.42625
"527","2022-07-15","TNHA","TNHA-SD","1",1.46833333333333
"528","2022-07-16","TNHA","TNHA-SD","1",2.46979166666667
"529","2022-07-17","TNHA","TNHA-SD","1",2.71875
"530","2022-07-18","TNHA","TNHA-SD","1",3.6575
"531","2022-07-19","TNHA","TNHA-SD","1",5.438125
"532","2022-07-20","TNHA","TNHA-SD","1",6.42020833333333
"533","2022-07-21","TNHA","TNHA-SD","1",6.33333333333333
"534","2022-07-22","TNHA","TNHA-SD","1",3.35270833333333
"535","2022-07-23","TNHA","TNHA-SD","1",2.24979166666667
"536","2022-07-24","TNHA","TNHA-SD","1",2.68666666666667
"537","2022-07-25","TNHA","TNHA-SD","1",3.43604166666667
"538","2022-07-26","TNHA","TNHA-SD","1",1.56145833333333
"539","2022-07-27","TNHA","TNHA-SD","1",1.125
"540","2022-07-28","TNHA","TNHA-SD","1",1.14291666666667
"541","2022-07-29","TNHA","TNHA-SD","1",2.02958333333333
"542","2022-07-30","TNHA","TNHA-SD","1",0.877083333333333
"543","2022-07-31","TNHA","TNHA-SD","1",1.42166666666667
"544","2022-08-01","TNHA","TNHA-SD","1",1.18541666666667
"545","2022-08-02","TNHA","TNHA-SD","1",3.77125
"546","2022-08-03","TNHA","TNHA-SD","1",9.71479166666667
"547","2022-08-04","TNHA","TNHA-SD","1",10.78625
"548","2022-08-05","TNHA","TNHA-SD","1",7.75041666666667
"549","2022-08-06","TNHA","TNHA-SD","1",3.18229166666667
"550","2022-08-07","TNHA","TNHA-SD","1",4.92020833333333
"551","2022-08-08","TNHA","TNHA-SD","1",6.79916666666667
"552","2022-08-09","TNHA","TNHA-SD","1",4.68104166666667
"553","2022-08-10","TNHA","TNHA-SD","1",5.76541666666667
"554","2022-08-11","TNHA","TNHA-SD","1",6.43625
"555","2022-08-12","TNHA","TNHA-SD","1",8.93375
"556","2022-08-13","TNHA","TNHA-SD","1",2.406875
"557","2022-08-14","TNHA","TNHA-SD","1",1.5625
"558","2022-08-15","TNHA","TNHA-SD","1",2.0125
"559","2022-08-16","TNHA","TNHA-SD","1",1.6775
"560","2022-08-17","TNHA","TNHA-SD","1",2.04791666666667
"561","2022-08-18","TNHA","TNHA-SD","1",2.58
"562","2022-08-19","TNHA","TNHA-SD","1",1.708125
"563","2022-08-20","TNHA","TNHA-SD","1",0.60375
"564","2022-08-21","TNHA","TNHA-SD","1",0.551458333333333
"565","2022-08-22","TNHA","TNHA-SD","1",0.811041666666667
"566","2022-08-23","TNHA","TNHA-SD","1",2.160625
"567","2022-08-24","TNHA","TNHA-SD","1",4.28166666666667
"568","2022-08-25","TNHA","TNHA-SD","1",4.74291666666667
"569","2022-08-26","TNHA","TNHA-SD","1",6.07541666666667
"570","2022-08-27","TNHA","TNHA-SD","1",3.454375
"571","2022-08-28","TNHA","TNHA-SD","1",3.71604166666667
"572","2022-08-29","TNHA","TNHA-SD","1",3.9175
"573","2022-08-30","TNHA","TNHA-SD","1",4.135
"574","2022-08-31","TNHA","TNHA-SD","1",3.466875
"575","2022-09-01","TNHA","TNHA-SD","1",3.84
"576","2022-07-04","BUECI","BUECI-SC","1",10.1259459459459
"577","2022-07-05","BUECI","BUECI-SC","1",9.88354166666667
"578","2022-07-06","BUECI","BUECI-SC","1",11.2433333333333
"579","2022-07-07","BUECI","BUECI-SC","1",18.2408333333333
"580","2022-07-08","BUECI","BUECI-SC","1",15.5679166666667
"581","2022-07-09","BUECI","BUECI-SC","1",12.7725
"582","2022-07-10","BUECI","BUECI-SC","1",14.436875
"583","2022-07-11","BUECI","BUECI-SC","1",7.453125
"584","2022-07-12","BUECI","BUECI-SC","1",8.30854166666667
"585","2022-07-13","BUECI","BUECI-SC","1",8.39229166666667
"586","2022-07-14","BUECI","BUECI-SC","1",6.60083333333333
"587","2022-07-15","BUECI","BUECI-SC","1",4.33416666666667
"588","2022-07-16","BUECI","BUECI-SC","1",6.42875
"589","2022-07-17","BUECI","BUECI-SC","1",8.894375
"590","2022-07-18","BUECI","BUECI-SC","1",9.775625
"591","2022-07-19","BUECI","BUECI-SC","1",8.46583333333333
"592","2022-07-20","BUECI","BUECI-SC","1",13.1622916666667
"593","2022-07-21","BUECI","BUECI-SC","1",12.8420833333333
"594","2022-07-22","BUECI","BUECI-SC","1",10.0077083333333
"595","2022-07-23","BUECI","BUECI-SC","1",9.43958333333333
"596","2022-07-24","BUECI","BUECI-SC","1",9.708125
"597","2022-07-25","BUECI","BUECI-SC","1",9.70041666666667
"598","2022-07-26","BUECI","BUECI-SC","1",3.398125
"599","2022-07-27","BUECI","BUECI-SC","1",1.28979166666667
"600","2022-07-28","BUECI","BUECI-SC","1",1.25020833333333
"601","2022-07-29","BUECI","BUECI-SC","1",2.16958333333333
"602","2022-07-30","BUECI","BUECI-SC","1",2.22041666666667
"603","2022-07-31","BUECI","BUECI-SC","1",2.67645833333333
"604","2022-08-01","BUECI","BUECI-SC","1",3.24770833333333
"605","2022-08-02","BUECI","BUECI-SC","1",6.35416666666667
"606","2022-08-03","BUECI","BUECI-SC","1",11.8414583333333
"607","2022-08-04","BUECI","BUECI-SC","1",11.0172916666667
"608","2022-08-05","BUECI","BUECI-SC","1",13.1404166666667
"609","2022-06-19","SSMH","SSMH-SA","1",2.80927083333333
"610","2022-06-20","SSMH","SSMH-SA","1",10.8447916666667
"611","2022-06-21","SSMH","SSMH-SA","1",9.89701388888889
"612","2022-06-22","SSMH","SSMH-SA","1",6.49288194444444
"613","2022-06-23","SSMH","SSMH-SA","1",6.42618055555556
"614","2022-06-24","SSMH","SSMH-SA","1",6.81184027777778
"615","2022-06-25","SSMH","SSMH-SA","1",8.70725694444444
"616","2022-06-26","SSMH","SSMH-SA","1",13.6100694444444
"617","2022-06-27","SSMH","SSMH-SA","1",13.6054166666667
"618","2022-06-28","SSMH","SSMH-SA","1",8.2390625
"619","2022-06-29","SSMH","SSMH-SA","1",8.87211805555556
"620","2022-06-30","SSMH","SSMH-SA","1",9.18030837004405
"621","2022-07-01","SSMH","SSMH-SA","1",9.68125
"622","2022-07-02","SSMH","SSMH-SA","1",7.13145833333333
"623","2022-07-03","SSMH","SSMH-SA","1",5.88791666666667
"624","2022-07-04","SSMH","SSMH-SA","1",5.02041666666667
"625","2022-07-05","SSMH","SSMH-SA","1",5.36770833333333
"626","2022-07-06","SSMH","SSMH-SA","1",8.70625
"627","2022-07-07","SSMH","SSMH-SA","1",7.06479166666667
"628","2022-07-08","SSMH","SSMH-SA","1",5.139375
"629","2022-07-09","SSMH","SSMH-SA","1",6.87
"630","2022-07-10","SSMH","SSMH-SA","1",10.2408333333333
"631","2022-07-11","SSMH","SSMH-SA","1",8.52083333333333
"632","2022-07-12","SSMH","SSMH-SA","1",3.48395833333333
"633","2022-07-13","SSMH","SSMH-SA","1",5.45291666666667
"634","2022-07-14","SSMH","SSMH-SA","1",4.48229166666667
"635","2022-07-15","SSMH","SSMH-SA","1",3.430625
"636","2022-07-16","SSMH","SSMH-SA","1",3.26729166666667
"637","2022-07-17","SSMH","SSMH-SA","1",3.0775
"638","2022-07-18","SSMH","SSMH-SA","1",4.24291666666667
"639","2022-07-19","SSMH","SSMH-SA","1",6.16625
"640","2022-07-20","SSMH","SSMH-SA","1",6.94854166666667
"641","2022-07-21","SSMH","SSMH-SA","1",7.38770833333333
"642","2022-07-22","SSMH","SSMH-SA","1",3.91583333333333
"643","2022-07-23","SSMH","SSMH-SA","1",2.84979166666667
"644","2022-07-24","SSMH","SSMH-SA","1",3.27375
"645","2022-07-25","SSMH","SSMH-SA","1",3.883125
"646","2022-07-26","SSMH","SSMH-SA","1",1.48145833333333
"647","2022-07-27","SSMH","SSMH-SA","1",1.87875
"648","2022-07-28","SSMH","SSMH-SA","1",1.946875
"649","2022-07-29","SSMH","SSMH-SA","1",3.14979166666667
"650","2022-07-30","SSMH","SSMH-SA","1",1.85895833333333
"651","2022-07-31","SSMH","SSMH-SA","1",2.98041666666667
"652","2022-08-01","SSMH","SSMH-SA","1",1.90083333333333
"653","2022-08-02","SSMH","SSMH-SA","1",4.09020833333333
"654","2022-08-03","SSMH","SSMH-SA","1",10.0385416666667
"655","2022-08-04","SSMH","SSMH-SA","1",11.0977083333333
"656","2022-08-05","SSMH","SSMH-SA","1",9.05645833333333
"657","2022-08-06","SSMH","SSMH-SA","1",4.26229166666667
"658","2022-08-07","SSMH","SSMH-SA","1",5.97333333333333
"659","2022-08-08","SSMH","SSMH-SA","1",7.336875
"660","2022-08-09","SSMH","SSMH-SA","1",5.57729166666667
"661","2022-08-10","SSMH","SSMH-SA","1",6.3475
"662","2022-08-11","SSMH","SSMH-SA","1",6.80270833333333
"663","2022-08-12","SSMH","SSMH-SA","1",9.315625
"664","2022-08-13","SSMH","SSMH-SA","1",3.97770833333333
"665","2022-08-14","SSMH","SSMH-SA","1",2.56583333333333
"666","2022-08-15","SSMH","SSMH-SA","1",1.91895833333333
"667","2022-08-16","SSMH","SSMH-SA","1",1.615
"668","2022-08-17","SSMH","SSMH-SA","1",2.22770833333333
"669","2022-08-18","SSMH","SSMH-SA","1",2.55291666666667
"670","2022-08-19","SSMH","SSMH-SA","1",1.853125
"671","2022-08-20","SSMH","SSMH-SA","1",1.05479166666667
"672","2022-08-21","SSMH","SSMH-SA","1",0.877916666666667
"673","2022-08-22","SSMH","SSMH-SA","1",1.135625
"674","2022-08-23","SSMH","SSMH-SA","1",2.30770833333333
"675","2022-08-24","SSMH","SSMH-SA","1",5.43125
"676","2022-08-25","SSMH","SSMH-SA","1",5.94020833333333
"677","2022-08-26","SSMH","SSMH-SA","1",6.593125
"678","2022-08-27","SSMH","SSMH-SA","1",5.06708333333333
"679","2022-08-28","SSMH","SSMH-SA","1",5.103125
"680","2022-08-29","SSMH","SSMH-SA","1",4.379375
"681","2022-08-30","SSMH","SSMH-SA","1",4.49375
"682","2022-08-31","SSMH","SSMH-SA","1",3.75333333333333
"683","2022-09-01","SSMH","SSMH-SA","1",4.2
"684","2022-07-04","BUECI","BUECI-SA","1",3.65054054054054
"685","2022-07-05","BUECI","BUECI-SA","1",3.803125
"686","2022-07-06","BUECI","BUECI-SA","1",7.78395833333333
"687","2022-07-07","BUECI","BUECI-SA","1",6.725625
"688","2022-07-08","BUECI","BUECI-SA","1",4.1075
"689","2022-07-09","BUECI","BUECI-SA","1",6.89291666666667
"690","2022-07-10","BUECI","BUECI-SA","1",9.82708333333333
"691","2022-07-11","BUECI","BUECI-SA","1",6.83479166666667
"692","2022-07-12","BUECI","BUECI-SA","1",2.59145833333333
"693","2022-07-13","BUECI","BUECI-SA","1",3.52666666666667
"694","2022-07-14","BUECI","BUECI-SA","1",1.97375
"695","2022-07-15","BUECI","BUECI-SA","1",1.98416666666667
"696","2022-07-16","BUECI","BUECI-SA","1",2.54104166666667
"697","2022-07-17","BUECI","BUECI-SA","1",3.08166666666667
"698","2022-07-18","BUECI","BUECI-SA","1",3.97125
"699","2022-07-19","BUECI","BUECI-SA","1",5.59229166666667
"700","2022-07-20","BUECI","BUECI-SA","1",6.73416666666667
"701","2022-07-21","BUECI","BUECI-SA","1",6.36041666666667
"702","2022-07-22","BUECI","BUECI-SA","1",3.26270833333333
"703","2022-07-23","BUECI","BUECI-SA","1",2.33645833333333
"704","2022-07-24","BUECI","BUECI-SA","1",2.90583333333333
"705","2022-07-25","BUECI","BUECI-SA","1",3.73291666666667
"706","2022-07-26","BUECI","BUECI-SA","1",1.75208333333333
"707","2022-07-27","BUECI","BUECI-SA","1",1.03291666666667
"708","2022-07-28","BUECI","BUECI-SA","1",1.178125
"709","2022-07-29","BUECI","BUECI-SA","1",2.130625
"710","2022-07-30","BUECI","BUECI-SA","1",1.10583333333333
"711","2022-07-31","BUECI","BUECI-SA","1",1.85145833333333
"712","2022-08-01","BUECI","BUECI-SA","1",1.34625
"713","2022-08-02","BUECI","BUECI-SA","1",3.81395833333333
"714","2022-08-03","BUECI","BUECI-SA","1",-589.325416666667
"715","2022-08-04","BUECI","BUECI-SA","1",-888.88
"716","2022-08-05","BUECI","BUECI-SA","1",-888.88
"717","2022-06-19","TNHA","TNHA-SC","1",2.01756944444444
"718","2022-06-20","TNHA","TNHA-SC","1",11.3738888888889
"719","2022-06-21","TNHA","TNHA-SC","1",10.2025
"720","2022-06-22","TNHA","TNHA-SC","1",6.17149305555556
"721","2022-06-23","TNHA","TNHA-SC","1",6.13378472222222
"722","2022-06-24","TNHA","TNHA-SC","1",5.92475694444444
"723","2022-06-25","TNHA","TNHA-SC","1",8.16017361111111
"724","2022-06-26","TNHA","TNHA-SC","1",12.58375
"725","2022-06-27","TNHA","TNHA-SC","1",12.9267708333333
"726","2022-06-28","TNHA","TNHA-SC","1",7.13579861111111
"727","2022-06-29","TNHA","TNHA-SC","1",8.58086805555556
"728","2022-06-30","TNHA","TNHA-SC","1",8.62121076233184
"729","2022-07-01","TNHA","TNHA-SC","1",6.45583333333333
"730","2022-07-02","TNHA","TNHA-SC","1",6.14
"731","2022-07-03","TNHA","TNHA-SC","1",5.81083333333333
"732","2022-07-04","TNHA","TNHA-SC","1",4.14458333333333
"733","2022-07-05","TNHA","TNHA-SC","1",3.471875
"734","2022-07-06","TNHA","TNHA-SC","1",7.43708333333333
"735","2022-07-07","TNHA","TNHA-SC","1",6.96375
"736","2022-07-08","TNHA","TNHA-SC","1",3.99395833333333
"737","2022-07-09","TNHA","TNHA-SC","1",7.46395833333333
"738","2022-07-10","TNHA","TNHA-SC","1",10.4339583333333
"739","2022-07-11","TNHA","TNHA-SC","1",6.376875
"740","2022-07-12","TNHA","TNHA-SC","1",2.17854166666667
"741","2022-07-13","TNHA","TNHA-SC","1",2.99229166666667
"742","2022-07-14","TNHA","TNHA-SC","1",1.20041666666667
"743","2022-07-15","TNHA","TNHA-SC","1",1.28708333333333
"744","2022-07-16","TNHA","TNHA-SC","1",2.43104166666667
"745","2022-07-17","TNHA","TNHA-SC","1",3.17375
"746","2022-07-18","TNHA","TNHA-SC","1",3.90375
"747","2022-07-19","TNHA","TNHA-SC","1",5.40583333333333
"748","2022-07-20","TNHA","TNHA-SC","1",6.65041666666667
"749","2022-07-21","TNHA","TNHA-SC","1",6.48916666666667
"750","2022-07-22","TNHA","TNHA-SC","1",3.3625
"751","2022-07-23","TNHA","TNHA-SC","1",2.106875
"752","2022-07-24","TNHA","TNHA-SC","1",2.75833333333333
"753","2022-07-25","TNHA","TNHA-SC","1",3.58041666666667
"754","2022-07-26","TNHA","TNHA-SC","1",1.60375
"755","2022-07-27","TNHA","TNHA-SC","1",1.094375
"756","2022-07-28","TNHA","TNHA-SC","1",1.08770833333333
"757","2022-07-29","TNHA","TNHA-SC","1",1.92541666666667
"758","2022-07-30","TNHA","TNHA-SC","1",1.10770833333333
"759","2022-07-31","TNHA","TNHA-SC","1",1.271875
"760","2022-08-01","TNHA","TNHA-SC","1",1.28645833333333
"761","2022-08-02","TNHA","TNHA-SC","1",3.94
"762","2022-08-03","TNHA","TNHA-SC","1",9.84375
"763","2022-08-04","TNHA","TNHA-SC","1",10.0991666666667
"764","2022-08-05","TNHA","TNHA-SC","1",7.40583333333333
"765","2022-08-06","TNHA","TNHA-SC","1",2.929375
"766","2022-08-07","TNHA","TNHA-SC","1",5.090625
"767","2022-08-08","TNHA","TNHA-SC","1",6.75229166666667
"768","2022-08-09","TNHA","TNHA-SC","1",4.664375
"769","2022-08-10","TNHA","TNHA-SC","1",5.69958333333333
"770","2022-08-11","TNHA","TNHA-SC","1",6.39541666666667
"771","2022-08-12","TNHA","TNHA-SC","1",8.72270833333333
"772","2022-08-13","TNHA","TNHA-SC","1",2.13354166666667
"773","2022-08-14","TNHA","TNHA-SC","1",1.56645833333333
"774","2022-08-15","TNHA","TNHA-SC","1",2.05145833333333
"775","2022-08-16","TNHA","TNHA-SC","1",1.72333333333333
"776","2022-08-17","TNHA","TNHA-SC","1",2.034375
"777","2022-08-18","TNHA","TNHA-SC","1",2.63375
"778","2022-08-19","TNHA","TNHA-SC","1",1.73645833333333
"779","2022-08-20","TNHA","TNHA-SC","1",0.604791666666667
"780","2022-08-21","TNHA","TNHA-SC","1",0.499166666666667
"781","2022-08-22","TNHA","TNHA-SC","1",0.937708333333333
"782","2022-08-23","TNHA","TNHA-SC","1",2.278125
"783","2022-08-24","TNHA","TNHA-SC","1",4.10041666666667
"784","2022-08-25","TNHA","TNHA-SC","1",4.62958333333333
"785","2022-08-26","TNHA","TNHA-SC","1",6.24833333333333
"786","2022-08-27","TNHA","TNHA-SC","1",3.38
"787","2022-08-28","TNHA","TNHA-SC","1",3.49375
"788","2022-08-29","TNHA","TNHA-SC","1",3.98833333333333
"789","2022-08-30","TNHA","TNHA-SC","1",4.29520833333333
"790","2022-08-31","TNHA","TNHA-SC","1",3.629375
"791","2022-09-01","TNHA","TNHA-SC","1",3.97
"792","2022-06-19","TNHA","TNHA-SB","1",3.29805555555556
"793","2022-06-20","TNHA","TNHA-SB","1",11.0077430555556
"794","2022-06-21","TNHA","TNHA-SB","1",10.7368402777778
"795","2022-06-22","TNHA","TNHA-SB","1",6.47215277777778
"796","2022-06-23","TNHA","TNHA-SB","1",6.35354166666667
"797","2022-06-24","TNHA","TNHA-SB","1",6.58447916666667
"798","2022-06-25","TNHA","TNHA-SB","1",8.43767361111111
"799","2022-06-26","TNHA","TNHA-SB","1",13.4490277777778
"800","2022-06-27","TNHA","TNHA-SB","1",13.6187152777778
"801","2022-06-28","TNHA","TNHA-SB","1",7.60194444444444
"802","2022-06-29","TNHA","TNHA-SB","1",9.01003472222222
"803","2022-06-30","TNHA","TNHA-SB","1",8.68452914798206
"804","2022-07-01","TNHA","TNHA-SB","1",8.418125
"805","2022-07-02","TNHA","TNHA-SB","1",7.48229166666667
"806","2022-07-03","TNHA","TNHA-SB","1",6.423125
"807","2022-07-04","TNHA","TNHA-SB","1",4.90520833333333
"808","2022-07-05","TNHA","TNHA-SB","1",4.81166666666667
"809","2022-07-06","TNHA","TNHA-SB","1",8.25958333333333
"810","2022-07-07","TNHA","TNHA-SB","1",7.38645833333333
"811","2022-07-08","TNHA","TNHA-SB","1",4.73229166666667
"812","2022-07-09","TNHA","TNHA-SB","1",7.77708333333333
"813","2022-07-10","TNHA","TNHA-SB","1",10.7764583333333
"814","2022-07-11","TNHA","TNHA-SB","1",6.82291666666667
"815","2022-07-12","TNHA","TNHA-SB","1",2.70979166666667
"816","2022-07-13","TNHA","TNHA-SB","1",3.85541666666667
"817","2022-07-14","TNHA","TNHA-SB","1",2.20708333333333
"818","2022-07-15","TNHA","TNHA-SB","1",2.00041666666667
"819","2022-07-16","TNHA","TNHA-SB","1",2.66958333333333
"820","2022-07-17","TNHA","TNHA-SB","1",3.44604166666667
"821","2022-07-18","TNHA","TNHA-SB","1",4.23166666666667
"822","2022-07-19","TNHA","TNHA-SB","1",5.243125
"823","2022-07-20","TNHA","TNHA-SB","1",6.63291666666667
"824","2022-07-21","TNHA","TNHA-SB","1",6.941875
"825","2022-07-22","TNHA","TNHA-SB","1",3.90895833333333
"826","2022-07-23","TNHA","TNHA-SB","1",2.91875
"827","2022-07-24","TNHA","TNHA-SB","1",3.30291666666667
"828","2022-07-25","TNHA","TNHA-SB","1",3.8025
"829","2022-07-26","TNHA","TNHA-SB","1",1.72333333333333
"830","2022-07-27","TNHA","TNHA-SB","1",1.18041666666667
"831","2022-07-28","TNHA","TNHA-SB","1",1.22083333333333
"832","2022-07-29","TNHA","TNHA-SB","1",2.15958333333333
"833","2022-07-30","TNHA","TNHA-SB","1",1.96270833333333
"834","2022-07-31","TNHA","TNHA-SB","1",1.96541666666667
"835","2022-08-01","TNHA","TNHA-SB","1",1.914375
"836","2022-08-02","TNHA","TNHA-SB","1",4.00479166666667
"837","2022-08-03","TNHA","TNHA-SB","1",9.78979166666667
"838","2022-08-04","TNHA","TNHA-SB","1",10.6135416666667
"839","2022-08-05","TNHA","TNHA-SB","1",7.85979166666667
"840","2022-08-06","TNHA","TNHA-SB","1",3.19604166666667
"841","2022-08-07","TNHA","TNHA-SB","1",5.19270833333333
"842","2022-08-08","TNHA","TNHA-SB","1",7.0925
"843","2022-08-09","TNHA","TNHA-SB","1",4.903125
"844","2022-08-10","TNHA","TNHA-SB","1",5.83479166666667
"845","2022-08-11","TNHA","TNHA-SB","1",6.48875
"846","2022-08-12","TNHA","TNHA-SB","1",8.96979166666667
"847","2022-08-13","TNHA","TNHA-SB","1",2.50375
"848","2022-08-14","TNHA","TNHA-SB","1",1.9975
"849","2022-08-15","TNHA","TNHA-SB","1",2.21458333333333
"850","2022-08-16","TNHA","TNHA-SB","1",1.89104166666667
"851","2022-08-17","TNHA","TNHA-SB","1",2.360625
"852","2022-08-18","TNHA","TNHA-SB","1",2.75625
"853","2022-08-19","TNHA","TNHA-SB","1",1.98229166666667
"854","2022-08-20","TNHA","TNHA-SB","1",0.994166666666667
"855","2022-08-21","TNHA","TNHA-SB","1",0.822083333333333
"856","2022-08-22","TNHA","TNHA-SB","1",1.105625
"857","2022-08-23","TNHA","TNHA-SB","1",2.38979166666667
"858","2022-08-24","TNHA","TNHA-SB","1",4.325625
"859","2022-08-25","TNHA","TNHA-SB","1",4.85354166666667
"860","2022-08-26","TNHA","TNHA-SB","1",6.45375
"861","2022-08-27","TNHA","TNHA-SB","1",3.64416666666667
"862","2022-08-28","TNHA","TNHA-SB","1",3.75458333333333
"863","2022-08-29","TNHA","TNHA-SB","1",4.173125
"864","2022-08-30","TNHA","TNHA-SB","1",4.45645833333333
"865","2022-08-31","TNHA","TNHA-SB","1",3.708125
"866","2022-09-01","TNHA","TNHA-SB","1",4.14
"867","2022-09-01","TNHA","TNHA-BASE","1",3.74379166666667
"868","2022-09-02","TNHA","TNHA-BASE","1",3.19245833333333
"869","2022-09-03","TNHA","TNHA-BASE","1",3.61295833333333
"870","2022-09-04","TNHA","TNHA-BASE","1",5.19960416666667
"871","2022-09-05","TNHA","TNHA-BASE","1",3.4999375
"872","2022-09-06","TNHA","TNHA-BASE","1",2.91179166666667
"873","2022-09-07","TNHA","TNHA-BASE","1",4.34477083333333
